Intro_text,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,p_choice.keys,p_choice.rt,p_choice.duration,p_next_trial_input.keys,p_next_trial_input.rt,p_next_trial_input.duration,happiness_rating_prac.response,happiness_rating_prac.rt,key_resp_5.keys,key_resp_9.keys,key_resp_5.rt,key_resp_5.duration,key_resp_9.rt,key_resp_9.duration,user_choice.keys,user_choice.rt,user_choice.duration,next_trial_input.keys,next_trial_input.rt,next_trial_input.duration,happiness_rating.response,happiness_rating.rt,key_resp_6.keys,key_resp_10.keys,key_resp_6.rt,key_resp_6.duration,key_resp_10.rt,key_resp_10.duration,Intros.thisRepN,Intros.thisTrialN,Intros.thisN,Intros.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,dateTime,consent.started,text_9.started,button.started,consent.stopped,button.numClicks,button.timesOn,button.timesOff,instructions1.started,Intro_text_show.started,Continue_txt.started,key_resp.started,instructions1.stopped,Intros.key_resp.keys,Intros.key_resp.rt,Intros.key_resp.duration,instructions_t1_target_on_choice.started,fixation_inst_5a.started,intro_sure.started,intro_sure_txt.started,intro_gambletop.started,intro_gambletop_txt.started,intro_gambletop_p.started,intro_gamblelow.started,intro_gamblelow_txt.started,intro_gamblelow_p.started,text_inst_5a.started,choice_inst_5a.started,instructions_t1_target_on_choice.stopped,choice_inst_5a.keys,choice_inst_5a.rt,choice_inst_5a.duration,instructions_t1_chosen_gamble.started,fixation_inst_5a_2.started,intro_sure_2.started,intro_sure_txt_2.started,instructions_t1_chosen_gamble.stopped,instructions_t1_outcome.started,total_prompt_inst_5a.started,p_outcome_square_2.started,intro_outcome_text_5.started,intro_outcome_text.started,intro_next_trial_txt_2.started,intro_next_trial_input_2.started,instructions_t1_outcome.stopped,intro_next_trial_input_2.keys,intro_next_trial_input_2.rt,intro_next_trial_input_2.duration,intro_iti.started,text_4.started,intro_iti.stopped,instructions_t2_target_on_choice.started,fixation_inst_5b.started,intro_sure_3.started,intro_gambletop_2.started,intro_gamblelow_2.started,intro_sure_txt_3.started,intro_gambletop_txt_2.started,intro_gambletop_p_2.started,intro_gamblelow_txt_2.started,intro_gamblelow_p_2.started,text_inst_5b.started,choice_inst_5b.started,instructions_t2_target_on_choice.stopped,choice_inst_5b.keys,choice_inst_5b.rt,choice_inst_5b.duration,instructions_t2_chosen_gamble.started,fixation_inst_5a_3.started,intro_gambletop_3.started,intro_gamblelow_3.started,intro_gambletop_txt_3.started,intro_gambletop_p_3.started,intro_gamblelow_txt_3.started,intro_gamblelow_p_3.started,instructions_t2_chosen_gamble.stopped,instructions_t2_outcome.started,total_prompt_inst_5a_2.started,p_outcome_square_3.started,intro_outcome_text_3.started,intro_outcome_text_2.started,intro_next_trial_txt.started,intro_next_trial_input.started,instructions_t2_outcome.stopped,intro_next_trial_input.keys,intro_next_trial_input.rt,intro_next_trial_input.duration,instructions6.started,instructions_text.started,Continue_txt_2.started,key_resp_inst_5.started,instructions6.stopped,key_resp_inst_5.keys,key_resp_inst_5.rt,key_resp_inst_5.duration,instructions7.started,total_prompt_inst_5a_3.started,fixation_inst_5a_6.started,prog_5.started,p_outcome_square_4.started,intro_outcome_text_4.started,instrutions_text.started,key_resp_inst_6.started,arrow1.started,arrow2.started,instructions7.stopped,key_resp_inst_6.keys,key_resp_inst_6.rt,key_resp_inst_6.duration,instructions8.started,instructions_text_3.started,Continue_txt_3.started,key_resp_inst_7.started,instructions8.stopped,key_resp_inst_7.keys,key_resp_inst_7.rt,key_resp_inst_7.duration,happy_overall.started,question_3.started,happiness_rating_overall.started,low_end_text_3.started,high_end_text_3.started,key_resp_7.started,exit_text_4.started,happy_overall.stopped,happiness_rating_overall.response,happiness_rating_overall.rt,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,instructions10.started,instructions_text_6.started,Continue_txt_4.started,key_resp_inst_8.started,instructions10.stopped,key_resp_inst_8.keys,key_resp_inst_8.rt,key_resp_inst_8.duration,happy_base.started,question_5.started,happiness_rating_baseline.started,low_end_text_5.started,high_end_text_5.started,exit_text_3.started,key_resp_8.started,happy_base.stopped,happiness_rating_baseline.response,happiness_rating_baseline.rt,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,instructions10_2.started,instructions_text_2.started,Continue_txt_6.started,key_resp_inst_11.started,instructions10_2.stopped,key_resp_inst_11.keys,key_resp_inst_11.rt,key_resp_inst_11.duration,instructions11.started,instructions_text_7.started,Continue_txt_5.started,key_resp_inst_9.started,instructions11.stopped,key_resp_inst_9.keys,key_resp_inst_9.rt,key_resp_inst_9.duration,first_delay.started,text_3.started,first_delay.stopped,options,gamble_result,p_options_show.started,p_fixation_cross_4.started,p_box1.started,p_box2.started,p_box3.started,p_box4.started,p_box1_mag.started,p_box1_P.started,p_box2_mag.started,p_box2_P.started,p_box3_mag.started,p_box3_P.started,p_box4_mag.started,p_box4_P.started,p_choice.started,practice_txt_2.started,p_options_show.stopped,practice_trials.p_choice.keys,practice_trials.p_choice.rt,practice_trials.p_choice.duration,choice_prac,p_chosen_option.started,fixation_5.started,p_box1_2.started,p_box2_2.started,p_box3_2.started,p_box4_2.started,p_box1_mag_2.started,p_box1_P_2.started,p_box2_mag_2.started,p_box2_P_2.started,p_box3_mag_2.started,p_box3_P_2.started,p_box4_mag_2.started,p_box4_P_2.started,practice_txt_3.started,p_chosen_option.stopped,current_money_prac,outcome_prac,added_prac,p_reward_outcome.started,p_money_prompt.started,practice_txt.started,p_outcome_square.started,p_outcome_text.started,p_reward_txt.started,p_prog_bar.started,p_next_trial_txt.started,p_next_trial_input.started,p_reward_outcome.stopped,practice_trials.p_next_trial_input.keys,practice_trials.p_next_trial_input.rt,practice_trials.p_next_trial_input.duration,iti.started,text.started,iti.stopped,p_happiness_trial.started,p_happiness_trial.stopped,practice_trials.happiness_rating_prac.response,practice_trials.happiness_rating_prac.rt,practice_trials.key_resp_5.keys,p_h_iti.started,p_h_iti.stopped,repeat_practice.started,repeat_practice.stopped,practice_trials.key_resp_9.keys,repeat_iti.started,repeat_iti.stopped,question_4.started,happiness_rating_prac.started,low_end_text_4.started,high_end_text_4.started,exit_text_2.started,key_resp_5.started,practice_trials.key_resp_5.rt,practice_trials.key_resp_5.duration,text_2.started,repeat_practice_txt.started,key_resp_9.started,practice_trials.key_resp_9.rt,practice_trials.key_resp_9.duration,instructions12.started,instructions_text_8.started,key_resp_inst_10.started,instructions12.stopped,key_resp_inst_10.keys,key_resp_inst_10.rt,key_resp_inst_10.duration,options_show.started,fixation_cross_2.started,box1.started,box2.started,box3.started,box4.started,box1_mag.started,box1_P.started,box2_mag.started,box2_P.started,box3_mag.started,box3_P.started,box4_mag.started,box4_P.started,user_choice.started,options_show.stopped,trials.user_choice.keys,trials.user_choice.rt,trials.user_choice.duration,choice,chosen_option.started,fixation_7.started,box1_2.started,box2_2.started,box3_2.started,box4_2.started,box1_mag_2.started,box1_P_2.started,box2_mag_2.started,box2_P_2.started,box3_mag_2.started,box3_P_2.started,box4_mag_2.started,box4_P_2.started,chosen_option.stopped,current_money,outcome,added_money,reward_outcome.started,money_prompt.started,outcome_square.started,outcome_text_3.started,reward_txt.started,prog_bar.started,next_trial_txt.started,next_trial_input.started,reward_outcome.stopped,trials.next_trial_input.keys,trials.next_trial_input.rt,trials.next_trial_input.duration,happiness_trial.started,happiness_trial.stopped,trials.happiness_rating.response,trials.happiness_rating.rt,trials.key_resp_6.keys,h_iti.started,h_iti.stopped,trial_break.started,trial_break.stopped,trials.key_resp_10.keys,repeat_iti_2.started,repeat_iti_2.stopped,question_2.started,happiness_rating.started,low_end_text_2.started,high_end_text_2.started,exit_text.started,key_resp_6.started,trials.key_resp_6.rt,trials.key_resp_6.duration,text_7.started,break_txt.started,key_resp_10.started,trials.key_resp_10.rt,trials.key_resp_10.duration,text_6.started,Thank_you.started,thankYouText.started,key_resp_11.started,Thank_you.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,PROLIFIC_PID,STUDY_ID,SESSION_ID,date,expName,psychopyVersion,expStart
,80,0,80,,,,,,,,,,,,,,,,,,right,0.9822987920197193,None,space,0.2515191670099739,None,None,None,None,None,,,,,,,,,,,,,80,0,80,0,577.1303214590007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.   0.6  0.1  0.4  0.03 1.  ],0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580.3527777499985,580.3615584590007,581.3423559170042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577.1203997500124,577.1303214590007,577.1303214590007,577.1303214590007,577.1303214590007,577.1303214590007,577.1303214590007,577.1303214590007,577.1303214590007,577.1303214590007,577.1303214590007,577.1303214590007,577.1303214590007,577.1303214590007,577.1303214590007,578.1138795840088,right,0.9822987920197193,None,1,578.1160542500147,578.1255614999973,578.1255614999973,578.1255614999973,578.1255614999973,578.1255614999973,578.1255614999973,578.1255614999973,578.1255614999973,578.1255614999973,578.1255614999973,578.1255614999973,578.1255614999973,578.1255614999973,579.1014208749984,8.710000000000006,-1,0.03,579.1030268750037,579.1119263340079,579.1119263340079,579.1119263340079,579.1119263340079,579.1119263340079,580.0997229170171,580.0997229170171,580.3527426670189,space,0.2515191670099739,None,581.3427885840065,581.3429410840035,None,None,None,581.3429730420175,581.3429840000172,581.3429931,581.3430035,None,581.3430172500084,581.3430272499972,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-22_19h13.34.670,Mood4,2024.2.4,2026-04-22 19h13.39.292197 -0400
,81,0,81,,,,,,,,,,,,,,,,,,right,1.0019631659961306,None,space,0.2785604580130894,None,11,2.9561304170056246,return,None,0.9648855420236941,None,,,,,,,,,,,81,0,81,0,581.3547707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.   0.7  0.1  0.3  0.05 1.  ],0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584.6252735,584.6342382089933,585.6120899170055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581.3455656669976,581.3547707,581.3547707,581.3547707,581.3547707,581.3547707,581.3547707,581.3547707,581.3547707,581.3547707,581.3547707,581.3547707,581.3547707,581.3547707,581.3547707,582.3593378,right,1.0019631659961306,None,1,582.3616123340034,582.3718979590049,582.3718979590049,582.3718979590049,582.3718979590049,582.3718979590049,582.3718979590049,582.3718979590049,582.3718979590049,582.3718979590049,582.3718979590049,582.3718979590049,582.3718979590049,582.3718979590049,583.3485651669907,8.740000000000006,-1,0.05,583.3510940000124,583.3603092090052,583.3603092090052,583.3603092090052,583.3603092090052,583.3603092090052,584.3424498749955,584.3424498749955,584.6252212919935,space,0.2785604580130894,None,585.6126452090102,589.1063260000083,11,2.9561304170056246,return,589.1063763750135,590.0956407499907,590.0956601249927,590.0956745000149,None,590.0956932,590.0957037089975,585.6208676669921,588.1264705,588.1264705,588.1264705,588.1264705,588.1264705,0.9648855420236941,None,589.1146077500016,,,,,,,,,,,,,,,,2026-04-22_19h13.34.670,Mood4,2024.2.4,2026-04-22 19h13.39.292197 -0400
,82,0,82,,,,,,,,,,,,,,,,,,left,0.9923659579944797,None,space,0.2430632500036154,None,None,None,None,None,,,,,,,,,,,,,82,0,82,0,590.1091179590148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.   1.   0.   0.5  0.07 0.5 ],0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593.3388904590101,593.3474974590063,594.3229054170079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590.0993727919995,590.1091179590148,590.1091179590148,590.1091179590148,590.1091179590148,590.1091179590148,590.1091179590148,590.1091179590148,590.1091179590148,590.1091179590148,590.1091179590148,590.1091179590148,590.1091179590148,590.1091179590148,590.1091179590148,591.1075388340105,left,0.9923659579944797,None,0,591.1108717500174,591.1215702090121,591.1215702090121,591.1215702090121,591.1215702090121,591.1215702090121,591.1215702090121,591.1215702090121,591.1215702090121,591.1215702090121,591.1215702090121,591.1215702090121,591.1215702090121,591.1215702090121,592.0976444169937,8.790000000000006,1,0.07,592.1000864590169,592.1097355000093,592.1097355000093,592.1097355000093,592.1097355000093,592.1097355000093,593.0947071250121,593.0947071250121,593.3388554170087,space,0.2430632500036154,None,594.3233117920172,594.3234630840016,None,None,None,594.3234936250083,594.3235047089984,594.3235137920128,594.3235243750096,None,594.3235382499988,594.3235485840123,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-22_19h13.34.670,Mood4,2024.2.4,2026-04-22 19h13.39.292197 -0400
,83,0,83,,,,,,,,,,,,,,,,,,right,1.1902452500071377,None,space,0.053255,None,None,None,None,None,,,,,,,,,,,,,83,0,83,0,594.3359753340192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.   0.5  0.05 0.5  0.03 1.  ],0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597.5684633339988,597.5779728339985,598.5523197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594.3259627500083,594.3359753340192,594.3359753340192,594.3359753340192,594.3359753340192,594.3359753340192,594.3359753340192,594.3359753340192,594.3359753340192,594.3359753340192,594.3359753340192,594.3359753340192,594.3359753340192,594.3359753340192,594.3359753340192,595.5327211669937,right,1.1902452500071377,None,1,595.5350363750185,595.5454422920011,595.5454422920011,595.5454422920011,595.5454422920011,595.5454422920011,595.5454422920011,595.5454422920011,595.5454422920011,595.5454422920011,595.5454422920011,595.5454422920011,595.5454422920011,595.5454422920011,596.5162624,8.860000000000007,-1,0.03,596.5185882,596.5277422500076,596.5277422500076,596.5277422500076,596.5277422500076,596.5277422500076,597.5135875419946,597.5135875419946,597.5684199169918,space,0.053255,None,598.5527362,598.5528902090155,None,None,None,598.5529204170161,598.5529312500148,598.5529405839916,598.5529512090143,None,598.5529645,598.5529743749939,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-22_19h13.34.670,Mood4,2024.2.4,2026-04-22 19h13.39.292197 -0400
,84,0,84,,,,,,,,,,,,,,,,,,right,1.4157170000253245,None,space,0.22195341699989513,None,11,3.6432415830204263,return,None,1.4514407080132514,None,,,,,,,,,,,84,0,84,0,598.5665097500023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.05 1.   0.   0.3  0.1  0.7 ],0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602.2130157499923,602.2205816250062,603.2002305840142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598.5565151250048,598.5665097500023,598.5665097500023,598.5665097500023,598.5665097500023,598.5665097500023,598.5665097500023,598.5665097500023,598.5665097500023,598.5665097500023,598.5665097500023,598.5665097500023,598.5665097500023,598.5665097500023,598.5665097500023,599.9888371670095,right,1.4157170000253245,None,1,599.9921344589966,600.0027537500137,600.0027537500137,600.0027537500137,600.0027537500137,600.0027537500137,600.0027537500137,600.0027537500137,600.0027537500137,600.0027537500137,600.0027537500137,600.0027537500137,600.0027537500137,600.0027537500137,600.9742092090019,8.890000000000006,0,0,600.9761879589933,600.9851109170122,600.9851109170122,600.9851109170122,600.9851109170122,600.9851109170122,601.9827409590071,601.9827409590071,602.2129760840035,space,0.22195341699989513,None,603.2007813340169,607.1860693749913,11,3.6432415830204263,return,607.1861226670153,608.1740654169989,608.1740886250045,608.1741039,None,608.1741239590046,608.1741346670024,603.2083679170173,605.7159629999951,605.7159629999951,605.7159629999951,605.7159629999951,605.7159629999951,1.4514407080132514,None,607.1923817500065,,,,,,,,,,,,,,,,2026-04-22_19h13.34.670,Mood4,2024.2.4,2026-04-22 19h13.39.292197 -0400
,85,0,85,,,,,,,,,,,,,,,,,,right,0.5857914169901051,None,space,0.1555156250251457,None,None,None,None,None,,,,,,,,,,,,,85,0,85,0,608.1877527089964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.   0.8  0.1  0.2  0.03 1.  ],0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610.9274211250013,610.9358584170113,611.9119407499966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608.1784612920019,608.1877527089964,608.1877527089964,608.1877527089964,608.1877527089964,608.1877527089964,608.1877527089964,608.1877527089964,608.1877527089964,608.1877527089964,608.1877527089964,608.1877527089964,608.1877527089964,608.1877527089964,608.1877527089964,608.7805150420172,right,0.5857914169901051,None,1,608.7843092090043,608.7945665839943,608.7945665839943,608.7945665839943,608.7945665839943,608.7945665839943,608.7945665839943,608.7945665839943,608.7945665839943,608.7945665839943,608.7945665839943,608.7945665839943,608.7945665839943,608.7945665839943,609.7665355,8.890000000000006,-1,0.03,609.7693042500177,609.7787044589932,609.7787044589932,609.7787044589932,609.7787044589932,609.7787044589932,610.7630798,610.7630798,610.9273849590099,space,0.1555156250251457,None,611.9123548339994,611.9125075839984,None,None,None,611.9125372499984,611.9125482090167,611.9125575000071,611.9125686250045,None,611.9125831669953,611.9125939590158,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-22_19h13.34.670,Mood4,2024.2.4,2026-04-22 19h13.39.292197 -0400
,86,0,86,,,,,,,,,,,,,,,,,,left,1.7969833750103135,None,space,0.4676112919987645,None,11,2.9277332079946063,return,None,0.850977125,None,,,,,,,,,,,86,0,86,0,611.9269373340067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.03 1.   0.   0.6  0.1  0.4 ],0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616.1838082089962,616.1914549170178,617.1726048749988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611.9167944590154,611.9269373340067,611.9269373340067,611.9269373340067,611.9269373340067,611.9269373340067,611.9269373340067,611.9269373340067,611.9269373340067,611.9269373340067,611.9269373340067,611.9269373340067,611.9269373340067,611.9269373340067,611.9269373340067,613.7310137090099,left,1.7969833750103135,None,0,613.7348099169903,613.7450754170131,613.7450754170131,613.7450754170131,613.7450754170131,613.7450754170131,613.7450754170131,613.7450754170131,613.7450754170131,613.7450754170131,613.7450754170131,613.7450754170131,613.7450754170131,613.7450754170131,614.7161749590014,8.920000000000005,-1,0.03,614.7179137500061,614.7274936670146,614.7274936670146,614.7274936670146,614.7274936670146,614.7274936670146,615.7154427499918,615.7154427499918,616.1837683340127,space,0.4676112919987645,None,617.1731501250179,620.5387097920175,11,2.9277332079946063,return,620.538762,621.5229056669923,621.5229266670067,621.5229415420035,None,621.5229615000135,621.5229721670039,617.1808671,619.6813765839906,619.6813765839906,619.6813765839906,619.6813765839906,619.6813765839906,0.850977125,None,620.5449292919948,,,,,,,,,,,,,,,,2026-04-22_19h13.34.670,Mood4,2024.2.4,2026-04-22 19h13.39.292197 -0400
,87,0,87,,,,,,,,,,,,,,,,,,right,1.1897946250101086,None,space,0.2799560000130441,None,None,None,None,None,,,,,,,,,,,,,87,0,87,0,621.5341587500006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.03 1.   0.   0.8  0.1  0.2 ],0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624.9900853339932,624.9987235000008,625.9787455000042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621.5247503,621.5341587500006,621.5341587500006,621.5341587500006,621.5341587500006,621.5341587500006,621.5341587500006,621.5341587500006,621.5341587500006,621.5341587500006,621.5341587500006,621.5341587500006,621.5341587500006,621.5341587500006,621.5341587500006,622.7274807500071,right,1.1897946250101086,None,1,622.7291240420018,622.7396711670153,622.7396711670153,622.7396711670153,622.7396711670153,622.7396711670153,622.7396711670153,622.7396711670153,622.7396711670153,622.7396711670153,622.7396711670153,622.7396711670153,622.7396711670153,622.7396711670153,623.7103763750056,8.950000000000005,1,0.1,623.7127634590142,623.7219124170078,623.7219124170078,623.7219124170078,623.7219124170078,623.7219124170078,624.7077688339923,624.7077688339923,624.9900504999969,space,0.2799560000130441,None,625.9791716250184,625.9793332090194,None,None,None,625.9793683750031,625.9793799170002,625.9793895420153,625.9794003340066,None,625.9794145839987,625.9794261670031,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-22_19h13.34.670,Mood4,2024.2.4,2026-04-22 19h13.39.292197 -0400
,88,0,88,,,,,,,,,,,,,,,,,,right,1.0989032090001274,None,space,0.7254746669786982,None,None,None,None,None,,,,,,,,,,,,,88,0,88,0,625.9924205419957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.   0.7  0.08 0.3  0.   1.  ],0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629.8082357920066,629.8176828,630.7929753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625.9833963339915,625.9924205419957,625.9924205419957,625.9924205419957,625.9924205419957,625.9924205419957,625.9924205419957,625.9924205419957,625.9924205419957,625.9924205419957,625.9924205419957,625.9924205419957,625.9924205419957,625.9924205419957,625.9924205419957,627.0992655419977,right,1.0989032090001274,None,1,627.1030855000135,627.1132995420194,627.1132995420194,627.1132995420194,627.1132995420194,627.1132995420194,627.1132995420194,627.1132995420194,627.1132995420194,627.1132995420194,627.1132995420194,627.1132995420194,627.1132995420194,627.1132995420194,628.0831228750176,9.050000000000004,0,0,628.0854513749946,628.0952477090177,628.0952477090177,628.0952477090177,628.0952477090177,628.0952477090177,629.0757170839934,629.0757170839934,629.8081967920007,space,0.7254746669786982,None,630.7935048340005,630.7936632920173,None,None,None,630.7936958,630.7937071670021,630.7937173340179,630.7937302920036,None,630.7937437,630.7937537920079,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-22_19h13.34.670,Mood4,2024.2.4,2026-04-22 19h13.39.292197 -0400
,89,0,89,,,,,,,,,,,,,,,,,,right,1.1558137079991866,None,space,0.2701684999919962,None,11,3.2341618750069756,return,None,1.3291802080057096,None,,,,,,,,,,,89,0,89,0,630.8065348340024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.   0.8  0.06 0.2  0.03 1.  ],0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634.2193929589994,634.2278009,635.2077142499911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630.7972607499978,630.8065348340024,630.8065348340024,630.8065348340024,630.8065348340024,630.8065348340024,630.8065348340024,630.8065348340024,630.8065348340024,630.8065348340024,630.8065348340024,630.8065348340024,630.8065348340024,630.8065348340024,630.8065348340024,631.9643169170013,right,1.1558137079991866,None,1,631.9676821250177,631.9779717090132,631.9779717090132,631.9779717090132,631.9779717090132,631.9779717090132,631.9779717090132,631.9779717090132,631.9779717090132,631.9779717090132,631.9779717090132,631.9779717090132,631.9779717090132,631.9779717090132,632.9500932090159,9.050000000000004,-1,0.03,632.9529856670124,632.9628577500116,632.9628577500116,632.9628577500116,632.9628577500116,632.9628577500116,633.9430016670085,633.9430016670085,634.2193559,space,0.2701684999919962,None,635.2081616670184,639.0534075000032,11,3.2341618750069756,return,639.0534607500012,640.0401265420078,640.0401474169921,640.0401622920181,None,640.0401831250056,640.0401942089957,635.2157323750143,637.7166346,637.7166346,637.7166346,637.7166346,637.7166346,1.3291802080057096,None,639.0609055419918,,,,,,,,,,,,,,,,2026-04-22_19h13.34.670,Mood4,2024.2.4,2026-04-22 19h13.39.292197 -0400
